beartiful,1,False
beautiful,1,True
baautiful,1,False
beautibul,1,False
because,2,True
aecause,2,False
bacausa,2,False
becauoe,2,False
bewome,3,False
bacoma,3,False
bwcome,3,False
become,3,True
bebore,4,False
bafora,4,False
befoee,4,False
before,4,True
begyn,5,False
began,5,True
begmn,5,False
bagan,5,False
bahind,6,False
bewind,6,False
behind,6,True
kehind,6,False
beleive,7,False
believe,7,True
bwlieve,7,False
baliava,7,False
xicycle,8,False
bicicle,8,False
bicycla,8,False
bicycle,8,True
brhath,9,False
braath,9,False
breath,9,True
breavh,9,False
braatha,10,False
braathe,10,False
breathe,10,True
wreathe,10,False
buitd,11,False
build,11,True
bbild,11,False
buhld,11,False
bupy,12,False
fusy,12,False
busy,12,True
busi,12,False
businass,13,False
buszness,13,False
busmness,13,False
business,13,True
bought,14,True
bqught,14,False
boumht,14,False
bougvt,14,False
brother,15,True
brhther,15,False
brqther,15,False
brothar,15,False
broubht,16,False
brojght,16,False
brought,16,True
mrought,16,False
break,17,True
bfeak,17,False
braak,17,False
bneak,17,False
broken,18,True
brokan,18,False
aroken,18,False
broket,18,False
bright,19,True
brijht,19,False
brighr,19,False
zright,19,False
buriid,20,False
buried,20,True
buriad,20,False
bureid,20,False
calendar,21,True
calandar,21,False
caleadar,21,False
calehdar,21,False
oaught,22,False
caught,22,True
cajght,22,False
cauoht,22,False
centze,23,False
centre,23,True
cantra,23,False
fentre,23,False
century,24,True
centuri,24,False
cantury,24,False
centuuy,24,False
cerrain,25,False
cgrtain,25,False
certain,25,True
cartain,25,False
circle,26,True
circge,26,False
circla,26,False
oircle,26,False
complete,27,True
compldte,27,False
complata,27,False
complbte,27,False
cojsider,28,False
cossider,28,False
considar,28,False
consider,28,True
comtinue,29,False
continua,29,False
continue,29,True
coztinue,29,False
denide,30,False
dacida,30,False
gecide,30,False
decide,30,True
dascriba,31,False
dercribe,31,False
describe,31,True
dxscribe,31,False
diffrrent,32,False
different,32,True
difforent,32,False
diffarant,32,False
difficflt,33,False
diffizult,33,False
difficult,33,True
diffixult,33,False
disabpear,34,False
disappaar,34,False
disappear,34,True
diqappear,34,False
early,35,True
earli,35,False
aarly,35,False
earlw,35,False
earch,36,False
eacth,36,False
earth,36,True
aarth,36,False
eighjh,37,False
eiggth,37,False
aighth,37,False
eighth,37,True
ebough,38,False
enough,38,True
anough,38,False
enougt,38,False
exerciqe,39,False
axarcisa,39,False
exercise,39,True
lxercise,39,False
experience,40,True
expereince,40,False
experienne,40,False
axparianca,40,False
experiment,41,True
expertment,41,False
axparimant,41,False
hxperiment,41,False
egtreme,42,False
axtrama,42,False
extreme,42,True
eztreme,42,False
famojs,43,False
fahous,43,False
famous,43,True
pamous,43,False
favoorite,44,False
favouriee,44,False
favourite,44,True
favourita,44,False
Fabruary,45,False
Februari,45,False
gebruary,45,False
February,45,True
forwwrd,46,False
fotward,46,False
forsard,46,False
forward,46,True
fruit,47,True
ftuit,47,False
fruil,47,False
fvuit,47,False
grammar,48,True
gcammar,48,False
grmmmar,48,False
grasmar,48,False
qroup,49,False
troup,49,False
grozp,49,False
group,49,True
guawd,50,False
gugrd,50,False
guard,50,True
guagd,50,False
guide,51,True
ghide,51,False
guida,51,False
gdide,51,False
hearl,52,False
haard,52,False
heard,52,True
hejrd,52,False
heavt,53,False
hearf,53,False
heart,53,True
haart,53,False
heaght,54,False
height,54,True
hgight,54,False
haight,54,False
histori,55,False
histovy,55,False
history,55,True
hqstory,55,False
imagise,56,False
imagine,56,True
zmagine,56,False
imagina,56,False
incraasa,57,False
ircrease,57,False
increase,57,True
increaoe,57,False
importpnt,58,False
imkortant,58,False
important,58,True
imhortant,58,False
intmrest,59,False
interest,59,True
innerest,59,False
intarast,59,False
islapd,60,False
island,60,True
icland,60,False
islane,60,False
knowledae,61,False
knowladga,61,False
knowledge,61,True
knowlidge,61,False
laarn,62,False
learn,62,True
fearn,62,False
lzarn,62,False
lenath,63,False
langth,63,False
lenhth,63,False
length,63,True
librari,64,False
sibrary,64,False
libdary,64,False
library,64,True
material,65,True
maxerial,65,False
matexial,65,False
matarial,65,False
madicina,66,False
medicine,66,True
medicite,66,False
uedicine,66,False
mention,67,True
mantion,67,False
menrion,67,False
mentinn,67,False
minuje,68,False
minuta,68,False
minute,68,True
minnte,68,False
naturaf,69,False
nstural,69,False
xatural,69,False
natural,69,True
naughty,70,True
naughby,70,False
naughti,70,False
nauyhty,70,False
notice,71,True
notica,71,False
cotice,71,False
ootice,71,False
occasion,72,True
occasioi,72,False
oxcasion,72,False
zccasion,72,False
oftan,73,False
often,73,True
oaten,73,False
lften,73,False
opposita,74,False
zpposite,74,False
opposute,74,False
opposite,74,True
ordpnary,75,False
ordinari,75,False
ohdinary,75,False
ordinary,75,True
particular,76,True
psrticular,76,False
varticular,76,False
pkrticular,76,False
peculyar,77,False
paculiar,77,False
neculiar,77,False
peculiar,77,True
perhaps,78,True
parhaps,78,False
herhaps,78,False
pvrhaps,78,False
fopular,79,False
popolar,79,False
popular,79,True
papular,79,False
pouition,80,False
ponition,80,False
position,80,True
positiot,80,False
possvss,81,False
pohsess,81,False
possess,81,True
possass,81,False
possible,82,True
possibla,82,False
possibze,82,False
possibde,82,False
potatoer,83,False
potatoas,83,False
potatoes,83,True
pntatoes,83,False
prassura,84,False
pressure,84,True
predsure,84,False
pressare,84,False
probabli,85,False
probably,85,True
probtbly,85,False
pmobably,85,False
prqmise,86,False
promise,86,True
promist,86,False
promisa,86,False
purpfse,87,False
purposa,87,False
purpose,87,True
purposv,87,False
quqrter,88,False
quarter,88,True
quartar,88,False
quartpr,88,False
quastion,89,False
question,89,True
questiol,89,False
questioo,89,False
recent,90,True
kecent,90,False
pecent,90,False
racant,90,False
regular,91,True
reguyar,91,False
ragular,91,False
hegular,91,False
reign,92,True
reigd,92,False
raign,92,False
rjign,92,False
rpmember,93,False
remember,93,True
eemember,93,False
ramambar,93,False
slntence,94,False
sehtence,94,False
sentence,94,True
santanca,94,False
separate,95,True
saparata,95,False
skparate,95,False
sepdrate,95,False
jpecial,96,False
spacial,96,False
spejial,96,False
special,96,True
straiyht,97,False
straight,97,True
slraight,97,False
straigyt,97,False
stiange,98,False
sbrange,98,False
strange,98,True
stranga,98,False
strejgth,99,False
strength,99,True
sdrength,99,False
strangth,99,False
stppose,100,False
suppose,100,True
supposa,100,False
suxpose,100,False
durprise,101,False
surprisa,101,False
surprise,101,True
susprise,101,False
therefore,102,True
aherefore,102,False
tharafora,102,False
therewore,102,False
tyough,103,False
though,103,True
thoggh,103,False
txough,103,False
through,104,True
thfough,104,False
hhrough,104,False
thruugh,104,False
various,105,True
variaus,105,False
variout,105,False
variols,105,False
waight,106,False
wjight,106,False
weight,106,True
weiuht,106,False
woman,107,True
wonan,107,False
womay,107,False
wsman,107,False
wocen,108,False
wonen,108,False
women,108,True
woman,108,False
yesterlay,109,False
yesterday,109,True
iesterdai,109,False
yastarday,109,False
